LAUS,state,county,County Name/State Abbreviation,Year,force,employed,unemployed,unemployment
CN2115100000000,21,151,"Madison County, KY",2019,47622,45866,1756,3.7
CN2115300000000,21,153,"Magoffin County, KY",2019,3116,2788,328,10.5
CN2115500000000,21,155,"Marion County, KY",2019,9727,9369,358,3.7
CN2115700000000,21,157,"Marshall County, KY",2019,15107,14432,675,4.5
CN2115900000000,21,159,"Martin County, KY",2019,2676,2495,181,6.8
CN2116100000000,21,161,"Mason County, KY",2019,7112,6722,390,5.5
CN2116300000000,21,163,"Meade County, KY",2019,12193,11648,545,4.5
CN2116500000000,21,165,"Menifee County, KY",2019,2328,2173,155,6.7
CN2116700000000,21,167,"Mercer County, KY",2019,10064,9618,446,4.4
CN2116900000000,21,169,"Metcalfe County, KY",2019,4109,3920,189,4.6
CN2117100000000,21,171,"Monroe County, KY",2019,4667,4492,175,3.7
CN2117300000000,21,173,"Montgomery County, KY",2019,11637,11041,596,5.1
CN2117500000000,21,175,"Morgan County, KY",2019,4579,4344,235,5.1
CN2117700000000,21,177,"Muhlenberg County, KY",2019,10500,9882,618,5.9
CN2117900000000,21,179,"Nelson County, KY",2019,23236,22223,1013,4.4
CN2118100000000,21,181,"Nicholas County, KY",2019,3312,3172,140,4.2
CN2118300000000,21,183,"Ohio County, KY",2019,9753,9275,478,4.9
CN2118500000000,21,185,"Oldham County, KY",2019,33570,32519,1051,3.1
CN2118700000000,21,187,"Owen County, KY",2019,5138,4913,225,4.4
CN2118900000000,21,189,"Owsley County, KY",2019,1090,1014,76,7
CN2119100000000,21,191,"Pendleton County, KY",2019,7037,6782,255,3.6
CN2119300000000,21,193,"Perry County, KY",2019,8334,7855,479,5.7
CN2119500000000,21,195,"Pike County, KY",2019,20043,18945,1098,5.5
CN2119700000000,21,197,"Powell County, KY",2019,5040,4782,258,5.1
CN2119900000000,21,199,"Pulaski County, KY",2019,26659,25457,1202,4.5
CN2120100000000,21,201,"Robertson County, KY",2019,811,769,42,5.2
CN2120300000000,21,203,"Rockcastle County, KY",2019,6658,6351,307,4.6
CN2120500000000,21,205,"Rowan County, KY",2019,10401,9874,527,5.1
CN2120700000000,21,207,"Russell County, KY",2019,6260,5918,342,5.5
CN2120900000000,21,209,"Scott County, KY",2019,29796,28807,989,3.3
CN2121100000000,21,211,"Shelby County, KY",2019,25849,25007,842,3.3
CN2121300000000,21,213,"Simpson County, KY",2019,8913,8527,386,4.3
CN2121500000000,21,215,"Spencer County, KY",2019,10534,10182,352,3.3
CN2121700000000,21,217,"Taylor County, KY",2019,12812,12293,519,4.1
CN2121900000000,21,219,"Todd County, KY",2019,5431,5225,206,3.8
CN2122100000000,21,221,"Trigg County, KY",2019,5985,5713,272,4.5
CN2122300000000,21,223,"Trimble County, KY",2019,3871,3708,163,4.2
CN2122500000000,21,225,"Union County, KY",2019,6086,5823,263,4.3
CN2122700000000,21,227,"Warren County, KY",2019,65705,63240,2465,3.8
CN2122900000000,21,229,"Washington County, KY",2019,6248,6013,235,3.8
CN2123100000000,21,231,"Wayne County, KY",2019,7446,7035,411,5.5
CN2123300000000,21,233,"Webster County, KY",2019,5748,5526,222,3.9
CN2123500000000,21,235,"Whitley County, KY",2019,13820,13141,679,4.9
CN2123700000000,21,237,"Wolfe County, KY",2019,1965,1831,134,6.8
CN2123900000000,21,239,"Woodford County, KY",2019,15068,14616,452,3
CN2200100000000,22,1,"Acadia Parish, LA",2019,23953,22723,1230,5.1
CN2200300000000,22,3,"Allen Parish, LA",2019,8827,8348,479,5.4
CN2200500000000,22,5,"Ascension Parish, LA",2019,65126,62547,2579,4
CN2200700000000,22,7,"Assumption Parish, LA",2019,8911,8393,518,5.8
CN2200900000000,22,9,"Avoyelles Parish, LA",2019,15209,14360,849,5.6
CN2201100000000,22,11,"Beauregard Parish, LA",2019,14669,13933,736,5
CN2201300000000,22,13,"Bienville Parish, LA",2019,5525,5212,313,5.7
CN2201500000000,22,15,"Bossier Parish, LA",2019,58111,55705,2406,4.1
CN2201700000000,22,17,"Caddo Parish, LA",2019,103211,97887,5324,5.2
CN2201900000000,22,19,"Calcasieu Parish, LA",2019,106792,102591,4201,3.9
CN2202100000000,22,21,"Caldwell Parish, LA",2019,3785,3563,222,5.9
CN2202300000000,22,23,"Cameron Parish, LA",2019,3957,3815,142,3.6
CN2202500000000,22,25,"Catahoula Parish, LA",2019,3395,3186,209,6.2
CN2202700000000,22,27,"Claiborne Parish, LA",2019,5837,5523,314,5.4
CN2202900000000,22,29,"Concordia Parish, LA",2019,7003,6568,435,6.2
CN2203100000000,22,31,"De Soto Parish, LA",2019,10961,10330,631,5.8
CN2203300000000,22,33,"East Baton Rouge Parish, LA",2019,230685,220869,9816,4.3
CN2203500000000,22,35,"East Carroll Parish, LA",2019,1892,1700,192,10.1
CN2203700000000,22,37,"East Feliciana Parish, LA",2019,7928,7574,354,4.5
CN2203900000000,22,39,"Evangeline Parish, LA",2019,11938,11261,677,5.7
CN2204100000000,22,41,"Franklin Parish, LA",2019,7389,6876,513,6.9
CN2204300000000,22,43,"Grant Parish, LA",2019,8211,7753,458,5.6
CN2204500000000,22,45,"Iberia Parish, LA",2019,27850,26391,1459,5.2
CN2204700000000,22,47,"Iberville Parish, LA",2019,13984,13182,802,5.7
CN2204900000000,22,49,"Jackson Parish, LA",2019,6832,6520,312,4.6
CN2205100000000,22,51,"Jefferson Parish, LA",2019,214317,205693,8624,4
CN2205300000000,22,53,"Jefferson Davis Parish, LA",2019,13328,12725,603,4.5
CN2205500000000,22,55,"Lafayette Parish, LA",2019,115164,110381,4783,4.2
CN2205700000000,22,57,"Lafourche Parish, LA",2019,42102,40278,1824,4.3
CN2205900000000,22,59,"LaSalle Parish, LA",2019,6744,6467,277,4.1
CN2206100000000,22,61,"Lincoln Parish, LA",2019,21990,20852,1138,5.2
CN2206300000000,22,63,"Livingston Parish, LA",2019,69525,66790,2735,3.9
CN2206500000000,22,65,"Madison Parish, LA",2019,3540,3268,272,7.7
CN2206700000000,22,67,"Morehouse Parish, LA",2019,9988,9191,797,8
CN2206900000000,22,69,"Natchitoches Parish, LA",2019,16393,15439,954,5.8
CN2207100000000,22,71,"Orleans Parish, LA",2019,179544,171120,8424,4.7
CN2207300000000,22,73,"Ouachita Parish, LA",2019,70363,66775,3588,5.1
CN2207500000000,22,75,"Plaquemines Parish, LA",2019,10029,9610,419,4.2
CN2207700000000,22,77,"Pointe Coupee Parish, LA",2019,9801,9294,507,5.2
CN2207900000000,22,79,"Rapides Parish, LA",2019,55192,52499,2693,4.9
CN2208100000000,22,81,"Red River Parish, LA",2019,3759,3574,185,4.9
CN2208300000000,22,83,"Richland Parish, LA",2019,8249,7753,496,6
CN2208500000000,22,85,"Sabine Parish, LA",2019,9248,8796,452,4.9
CN2208700000000,22,87,"St. Bernard Parish, LA",2019,20199,19252,947,4.7
CN2208900000000,22,89,"St. Charles Parish, LA",2019,25398,24346,1052,4.1
CN2209100000000,22,91,"St. Helena Parish, LA",2019,4229,3979,250,5.9
CN2209300000000,22,93,"St. James Parish, LA",2019,9304,8770,534,5.7
CN2209500000000,22,95,"St. John the Baptist Parish, LA",2019,19603,18545,1058,5.4
CN2209700000000,22,97,"St. Landry Parish, LA",2019,32021,30088,1933,6
CN2209900000000,22,99,"St. Martin Parish, LA",2019,22265,21170,1095,4.9
CN2210100000000,22,101,"St. Mary Parish, LA",2019,19830,18707,1123,5.7
CN2210300000000,22,103,"St. Tammany Parish, LA",2019,121143,116292,4851,4
CN2210500000000,22,105,"Tangipahoa Parish, LA",2019,54892,51978,2914,5.3
CN2210700000000,22,107,"Tensas Parish, LA",2019,1394,1282,112,8
CN2210900000000,22,109,"Terrebonne Parish, LA",2019,46382,44313,2069,4.5
CN2211100000000,22,111,"Union Parish, LA",2019,9118,8607,511,5.6
CN2211300000000,22,113,"Vermilion Parish, LA",2019,24122,22951,1171,4.9
CN2211500000000,22,115,"Vernon Parish, LA",2019,15848,14930,918,5.8
CN2211700000000,22,117,"Washington Parish, LA",2019,16823,15870,953,5.7
CN2211900000000,22,119,"Webster Parish, LA",2019,14453,13604,849,5.9
CN2212100000000,22,121,"West Baton Rouge Parish, LA",2019,13703,13105,598,4.4
CN2212300000000,22,123,"West Carroll Parish, LA",2019,3641,3268,373,10.2
CN2212500000000,22,125,"West Feliciana Parish, LA",2019,5432,5217,215,4
CN2212700000000,22,127,"Winn Parish, LA",2019,4872,4577,295,6.1
CN2300100000000,23,1,"Androscoggin County, ME",2019,55477,53891,1586,2.9
CN2300300000000,23,3,"Aroostook County, ME",2019,30410,29069,1341,4.4
CN2300500000000,23,5,"Cumberland County, ME",2019,165873,162061,3812,2.3
CN2300700000000,23,7,"Franklin County, ME",2019,14463,13931,532,3.7
CN2300900000000,23,9,"Hancock County, ME",2019,29301,28316,985,3.4
CN2301100000000,23,11,"Kennebec County, ME",2019,62410,60650,1760,2.8
CN2301300000000,23,13,"Knox County, ME",2019,20461,19891,570,2.8
CN2301500000000,23,15,"Lincoln County, ME",2019,17010,16531,479,2.8
CN2301700000000,23,17,"Oxford County, ME",2019,26643,25725,918,3.4
CN2301900000000,23,19,"Penobscot County, ME",2019,77028,74586,2442,3.2
CN2302100000000,23,21,"Piscataquis County, ME",2019,7313,7049,264,3.6
CN2302300000000,23,23,"Sagadahoc County, ME",2019,19627,19192,435,2.2
CN2302500000000,23,25,"Somerset County, ME",2019,22551,21586,965,4.3
CN2302700000000,23,27,"Waldo County, ME",2019,20783,20147,636,3.1
CN2302900000000,23,29,"Washington County, ME",2019,13746,13134,612,4.5
CN2303100000000,23,31,"York County, ME",2019,114693,111699,2994,2.6
CN2400100000000,24,1,"Allegany County, MD",2019,32876,31254,1622,4.9
CN2400300000000,24,3,"Anne Arundel County, MD",2019,327478,318030,9448,2.9
CN2400500000000,24,5,"Baltimore County, MD",2019,468143,451794,16349,3.5
CN2400900000000,24,9,"Calvert County, MD",2019,51760,50214,1546,3
CN2401100000000,24,11,"Caroline County, MD",2019,18723,18087,636,3.4
CN2401300000000,24,13,"Carroll County, MD",2019,98869,96144,2725,2.8
CN2401500000000,24,15,"Cecil County, MD",2019,54950,52889,2061,3.8
CN2401700000000,24,17,"Charles County, MD",2019,90774,87656,3118,3.4
CN2401900000000,24,19,"Dorchester County, MD",2019,16468,15745,723,4.4
CN2402100000000,24,21,"Frederick County, MD",2019,140663,136461,4202,3
CN2402300000000,24,23,"Garrett County, MD",2019,16294,15619,675,4.1
CN2402500000000,24,25,"Harford County, MD",2019,146415,141813,4602,3.1
CN2402700000000,24,27,"Howard County, MD",2019,195361,190301,5060,2.6
CN2402900000000,24,29,"Kent County, MD",2019,10474,10078,396,3.8
CN2403100000000,24,31,"Montgomery County, MD",2019,576770,560710,16060,2.8
CN2403300000000,24,33,"Prince George's County, MD",2019,523888,505219,18669,3.6
CN2403500000000,24,35,"Queen Anne's County, MD",2019,28848,28003,845,2.9
CN2403700000000,24,37,"St. Mary's County, MD",2019,58419,56565,1854,3.2
CN2403900000000,24,39,"Somerset County, MD",2019,9311,8763,548,5.9
CN2404100000000,24,41,"Talbot County, MD",2019,19657,19013,644,3.3
CN2404300000000,24,43,"Washington County, MD",2019,76335,73512,2823,3.7
CN2404500000000,24,45,"Wicomico County, MD",2019,52369,50039,2330,4.4
CN2404700000000,24,47,"Worcester County, MD",2019,26227,24377,1850,7.1
CN2451000000000,24,510,"Baltimore city, MD",2019,293296,279032,14264,4.9
CN2500100000000,25,1,"Barnstable County, MA",2019,115711,111045,4666,4
CN2500300000000,25,3,"Berkshire County, MA",2019,65041,62651,2390,3.7
CN2500500000000,25,5,"Bristol County, MA",2019,305573,293704,11869,3.9
CN2500700000000,25,7,"Dukes County, MA",2019,9713,9299,414,4.3
CN2500900000000,25,9,"Essex County, MA",2019,432463,419054,13409,3.1
CN2501100000000,25,11,"Franklin County, MA",2019,41435,40275,1160,2.8
CN2501300000000,25,13,"Hampden County, MA",2019,231504,221632,9872,4.3
CN2501500000000,25,15,"Hampshire County, MA",2019,91841,89260,2581,2.8
CN2501700000000,25,17,"Middlesex County, MA",2019,935440,912957,22483,2.4
CN2501900000000,25,19,"Nantucket County/town, MA",2019,7730,7393,337,4.4
CN2502100000000,25,21,"Norfolk County, MA",2019,399867,389381,10486,2.6
CN2502300000000,25,23,"Plymouth County, MA",2019,289126,280017,9109,3.2
CN2502500000000,25,25,"Suffolk County, MA",2019,463611,451029,12582,2.7
CN2502700000000,25,27,"Worcester County, MA",2019,452272,437449,14823,3.3
CN2600100000000,26,1,"Alcona County, MI",2019,3899,3650,249,6.4
CN2600300000000,26,3,"Alger County, MI",2019,3193,2942,251,7.9
CN2600500000000,26,5,"Allegan County, MI",2019,62584,60603,1981,3.2
CN2600700000000,26,7,"Alpena County, MI",2019,13225,12591,634,4.8
CN2600900000000,26,9,"Antrim County, MI",2019,10328,9791,537,5.2
CN2601100000000,26,11,"Arenac County, MI",2019,6064,5662,402,6.6
CN2601300000000,26,13,"Baraga County, MI",2019,3216,3010,206,6.4
CN2601500000000,26,15,"Barry County, MI",2019,31925,30878,1047,3.3
CN2601700000000,26,17,"Bay County, MI",2019,50266,47905,2361,4.7
CN2601900000000,26,19,"Benzie County, MI",2019,8851,8396,455,5.1
CN2602100000000,26,21,"Berrien County, MI",2019,74097,71093,3004,4.1
CN2602300000000,26,23,"Branch County, MI",2019,19423,18655,768,4
CN2602500000000,26,25,"Calhoun County, MI",2019,62615,60018,2597,4.1
CN2602700000000,26,27,"Cass County, MI",2019,24818,23754,1064,4.3
CN2602900000000,26,29,"Charlevoix County, MI",2019,12920,12314,606,4.7
CN2603100000000,26,31,"Cheboygan County, MI",2019,10535,9613,922,8.8
CN2603300000000,26,33,"Chippewa County, MI",2019,16132,15109,1023,6.3
CN2603500000000,26,35,"Clare County, MI",2019,11824,11098,726,6.1
CN2603700000000,26,37,"Clinton County, MI",2019,41383,40128,1255,3
CN2603900000000,26,39,"Crawford County, MI",2019,5605,5287,318,5.7
CN2604100000000,26,41,"Delta County, MI",2019,17169,16261,908,5.3
CN2604300000000,26,43,"Dickinson County, MI",2019,12297,11771,526,4.3
CN2604500000000,26,45,"Eaton County, MI",2019,57608,55626,1982,3.4
CN2604700000000,26,47,"Emmet County, MI",2019,17753,16784,969,5.5
CN2604900000000,26,49,"Genesee County, MI",2019,181707,172581,9126,5
CN2605100000000,26,51,"Gladwin County, MI",2019,9931,9358,573,5.8
CN2605300000000,26,53,"Gogebic County, MI",2019,6016,5708,308,5.1
CN2605500000000,26,55,"Grand Traverse County, MI",2019,49865,48118,1747,3.5
CN2605700000000,26,57,"Gratiot County, MI",2019,18080,17282,798,4.4
CN2605900000000,26,59,"Hillsdale County, MI",2019,20543,19676,867,4.2
CN2606100000000,26,61,"Houghton County, MI",2019,16275,15480,795,4.9
CN2606300000000,26,63,"Huron County, MI",2019,15458,14770,688,4.5
CN2606500000000,26,65,"Ingham County, MI",2019,151464,146063,5401,3.6
CN2606700000000,26,67,"Ionia County, MI",2019,30420,29372,1048,3.4
CN2606900000000,26,69,"Iosco County, MI",2019,10208,9593,615,6
CN2607100000000,26,71,"Iron County, MI",2019,5128,4842,286,5.6
CN2607300000000,26,73,"Isabella County, MI",2019,34778,33442,1336,3.8
CN2607500000000,26,75,"Jackson County, MI",2019,74743,71920,2823,3.8
CN2607700000000,26,77,"Kalamazoo County, MI",2019,134327,129858,4469,3.3
CN2607900000000,26,79,"Kalkaska County, MI",2019,7993,7539,454,5.7
CN2608100000000,26,81,"Kent County, MI",2019,362274,351702,10572,2.9
CN2608300000000,26,83,"Keweenaw County, MI",2019,903,841,62,6.9
CN2608500000000,26,85,"Lake County, MI",2019,3779,3539,240,6.4
CN2608700000000,26,87,"Lapeer County, MI",2019,41925,39686,2239,5.3
CN2608900000000,26,89,"Leelanau County, MI",2019,10486,10089,397,3.8
CN2609100000000,26,91,"Lenawee County, MI",2019,46518,44693,1825,3.9
CN2609300000000,26,93,"Livingston County, MI",2019,106170,102733,3437,3.2
CN2609500000000,26,95,"Luce County, MI",2019,2272,2128,144,6.3
CN2609700000000,26,97,"Mackinac County, MI",2019,5202,4721,481,9.2
CN2609900000000,26,99,"Macomb County, MI",2019,457368,438286,19082,4.2
CN2610100000000,26,101,"Manistee County, MI",2019,10433,9852,581,5.6
CN2610300000000,26,103,"Marquette County, MI",2019,32540,30942,1598,4.9
CN2610500000000,26,105,"Mason County, MI",2019,13677,12999,678,5
CN2610700000000,26,107,"Mecosta County, MI",2019,18466,17598,868,4.7
CN2610900000000,26,109,"Menominee County, MI",2019,11027,10580,447,4.1
CN2611100000000,26,111,"Midland County, MI",2019,40240,38713,1527,3.8
CN2611300000000,26,113,"Missaukee County, MI",2019,6948,6612,336,4.8
CN2611500000000,26,115,"Monroe County, MI",2019,75885,72902,2983,3.9
CN2611700000000,26,117,"Montcalm County, MI",2019,28369,27200,1169,4.1
CN2611900000000,26,119,"Montmorency County, MI",2019,3001,2748,253,8.4
CN2612100000000,26,121,"Muskegon County, MI",2019,77412,74072,3340,4.3
CN2612300000000,26,123,"Newaygo County, MI",2019,23464,22463,1001,4.3
CN2612500000000,26,125,"Oakland County, MI",2019,689483,666319,23164,3.4
CN2612700000000,26,127,"Oceana County, MI",2019,12090,11362,728,6
CN2612900000000,26,129,"Ogemaw County, MI",2019,8058,7515,543,6.7
CN2613100000000,26,131,"Ontonagon County, MI",2019,2087,1943,144,6.9
CN2613300000000,26,133,"Osceola County, MI",2019,11283,10822,461,4.1
CN2613500000000,26,135,"Oscoda County, MI",2019,2996,2784,212,7.1
CN2613700000000,26,137,"Otsego County, MI",2019,11649,11065,584,5
CN2613900000000,26,139,"Ottawa County, MI",2019,162118,157601,4517,2.8
CN2614100000000,26,141,"Presque Isle County, MI",2019,4957,4581,376,7.6
CN2614300000000,26,143,"Roscommon County, MI",2019,7785,7198,587,7.5
CN2614500000000,26,145,"Saginaw County, MI",2019,86970,82781,4189,4.8
CN2614700000000,26,147,"St. Clair County, MI",2019,77287,73566,3721,4.8
CN2614900000000,26,149,"St. Joseph County, MI",2019,28237,27027,1210,4.3
CN2615100000000,26,151,"Sanilac County, MI",2019,19605,18666,939,4.8
CN2615300000000,26,153,"Schoolcraft County, MI",2019,3308,3073,235,7.1
CN2615500000000,26,155,"Shiawassee County, MI",2019,33512,32068,1444,4.3
CN2615700000000,26,157,"Tuscola County, MI",2019,23945,22715,1230,5.1
CN2615900000000,26,159,"Van Buren County, MI",2019,35404,33777,1627,4.6
CN2616100000000,26,161,"Washtenaw County, MI",2019,199232,193476,5756,2.9
CN2616300000000,26,163,"Wayne County, MI",2019,818098,777272,40826,5
CN2616500000000,26,165,"Wexford County, MI",2019,14884,14205,679,4.6
CN2700100000000,27,1,"Aitkin County, MN",2019,7313,6858,455,6.2
CN2700300000000,27,3,"Anoka County, MN",2019,199772,193596,6176,3.1
CN2700500000000,27,5,"Becker County, MN",2019,18873,18123,750,4
CN2700700000000,27,7,"Beltrami County, MN",2019,24488,23437,1051,4.3
CN2700900000000,27,9,"Benton County, MN",2019,22057,21190,867,3.9
CN2701100000000,27,11,"Big Stone County, MN",2019,2497,2392,105,4.2
CN2701300000000,27,13,"Blue Earth County, MN",2019,40812,39675,1137,2.8
CN2701500000000,27,15,"Brown County, MN",2019,14434,13908,526,3.6
CN2701700000000,27,17,"Carlton County, MN",2019,17969,17163,806,4.5
CN2701900000000,27,19,"Carver County, MN",2019,59566,57911,1655,2.8
CN2702100000000,27,21,"Cass County, MN",2019,14474,13668,806,5.6
CN2702300000000,27,23,"Chippewa County, MN",2019,6926,6655,271,3.9
CN2702500000000,27,25,"Chisago County, MN",2019,30389,29238,1151,3.8
CN2702700000000,27,27,"Clay County, MN",2019,36265,35154,1111,3.1
CN2702900000000,27,29,"Clearwater County, MN",2019,4489,4116,373,8.3
CN2703100000000,27,31,"Cook County, MN",2019,3133,2997,136,4.3
CN2703300000000,27,33,"Cottonwood County, MN",2019,5943,5722,221,3.7
CN2703500000000,27,35,"Crow Wing County, MN",2019,32402,30987,1415,4.4
CN2703700000000,27,37,"Dakota County, MN",2019,244148,237067,7081,2.9
CN2703900000000,27,39,"Dodge County, MN",2019,11939,11532,407,3.4
CN2704100000000,27,41,"Douglas County, MN",2019,21134,20461,673,3.2
CN2704300000000,27,43,"Faribault County, MN",2019,7055,6761,294,4.2
CN2704500000000,27,45,"Fillmore County, MN",2019,11570,11183,387,3.3
CN2704700000000,27,47,"Freeborn County, MN",2019,16167,15607,560,3.5
CN2704900000000,27,49,"Goodhue County, MN",2019,27113,26278,835,3.1
CN2705100000000,27,51,"Grant County, MN",2019,3325,3176,149,4.5
CN2705300000000,27,53,"Hennepin County, MN",2019,711222,691369,19853,2.8
CN2705500000000,27,55,"Houston County, MN",2019,10436,10099,337,3.2
CN2705700000000,27,57,"Hubbard County, MN",2019,10028,9483,545,5.4
CN2705900000000,27,59,"Isanti County, MN",2019,21688,20807,881,4.1
CN2706100000000,27,61,"Itasca County, MN",2019,22038,20722,1316,6
CN2706300000000,27,63,"Jackson County, MN",2019,5734,5536,198,3.5
